id,book_id,title,authors,original_publication_year,average_rating,ratings_count
6955,2336803,"The Last Patriot (Scot Harvath, #7)",Brad Thor,2008,4.16,12264
6956,214856,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",Obert Skye,2005,3.71,17760
6957,18228202,Bridge to Haven,Francine Rivers,2014,4.07,11325
6958,16071736,The Engagements,J. Courtney Sullivan,2013,3.59,8634
6959,13168,"Runaway Ralph (Ralph S. Mouse, #2)",Beverly Cleary,1970,3.95,16845
6960,13640229,"Creed (Unfinished Hero, #2)",Kristen Ashley,2012,4.17,26696
6961,2142,Blink,Ted Dekker,2002,4.17,12037
6962,27213121,"The Black Widow (Gabriel Allon, #16)",Daniel Silva,2016,4.34,8822
6963,434764,Believing Christ: The Parable of the Bicycle and Other Good News,Stephen E. Robinson,1992,4.51,12951
6964,10586539,Wake (Watersong #1),Amanda Hocking,2012,3.7,17833
6965,25316313,A Dark Lure,Loreth Anne White,2015,4.14,12579
6966,17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,1999,4.28,12919
6967,67513,"Touch the Dark (Cassandra Palmer, #1)",Karen Chance,2006,3.7,26970
6968,11286,Carrion Comfort,Dan Simmons,1989,3.89,13285
6969,9858714,"The Mind Readers (Mind Readers, #1)",Lori Brighton,2010,3.76,9825
6970,815150,"The Highlander's Touch (Highlander, #3)",Karen Marie Moning,2000,4.15,22072
6971,13331199,The Smitten Kitchen Cookbook,Deb Perelman,2012,4.14,15860
6972,353342,"The Cross of Lead (Crispin, #1)",Avi,2002,3.59,18277
6973,76667,"Wielding a Red Sword (Incarnations of Immortality, #4)",Piers Anthony,1986,3.93,16222
6974,18461986,"Deep (Stage Dive, #4)",Kylie Scott,2015,4.09,25588
6975,79006,Honor Among Thieves,Jeffrey Archer,1993,3.82,12409
6976,7657484,"Superman: Earth One, Volume 1","J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010,3.9,12982
6977,11106458,The Mortal Instruments (The Mortal Instruments #1-4),Cassandra Clare,2011,4.59,13996
6978,609035,Foxe's Book of Martyrs,"John Foxe, W. Grinton Berry",1563,4.25,12117
6979,60223,"See Jane Score (Chinooks Hockey Team, #2)",Rachel Gibson,2003,4.06,20770
6980,17174,A Yellow Raft in Blue Water,Michael Dorris,1987,3.84,14380
6981,6294549,"Rosemary and Rue (October Daye, #1)",Seanan McGuire,2009,3.74,21030
6982,64401,"Another Fine Myth (Myth Adventures, #1)",Robert Lynn Asprin,1978,4.03,17018
6983,9279734,"Forever Mine (The Moreno Brothers, #1)",Elizabeth Reyes,2010,3.88,18346
6984,6617185,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport","Simon Kuper, Stefan Szymanski",2009,3.91,10577
6985,4499214,"Sapphique (Incarceron, #2)",Catherine Fisher,2000,3.7,16475
6986,127451,"Don't Die, My Love",Lurlene McDaniel,1995,4.12,14197
6987,40482,Harvest,Tess Gerritsen,1996,4.09,14274
6988,1587362,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,Mark Bittman,2007,4.08,12262
6989,20801166,A Little Something Different,Sandy   Hall,2014,3.65,14206
6990,17349222,This is the Story of a Happy Marriage,Ann Patchett,2011,4.03,13126
6991,7278837,Diary of a Wimpy Kid: #1-4,Jeff Kinney,2009,4.45,10752
6992,7853137,"Think of a Number (Dave Gurney, #1)",John Verdon,2010,3.83,11877
6993,22151696,Lullabies,Lang Leav,2014,4.05,14539
6994,114203,Birthright,Nora Roberts,2003,3.99,19024
6995,434535,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,James L. Ferrell,2004,4.41,12313
6996,64895,Cod: A Biography of the Fish that Changed the World,Mark Kurlansky,1988,3.92,13137
6997,8167094,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,Brian Greene,2011,4.05,12080
6998,38723,The Feminine Mystique,"Betty Friedan, Anna Quindlen",1963,3.85,9823
6999,48862,Brighton Rock,"Graham Greene, J.M. Coetzee",1938,3.72,13871
7000,12415695,كخه يا بابا,عبدالله المغلوث,2011,3.71,12587
7001,6452760,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan","Greg Mortenson, Khaled Hosseini",2009,3.86,13543
7002,3009435,A Mercy,Toni Morrison,2008,3.65,14707
7003,825,Zodiac,Neal Stephenson,1988,3.7,13353
7004,23675858,Departure,A.G. Riddle,2014,3.79,11143
7005,9799572,"Rock Chick Redemption (Rock Chick, #3)",Kristen Ashley,2010,4.43,25766
7006,16335,"The Mystery of the Blue Train (Hercule Poirot, #6)",Agatha Christie,1928,3.77,17011
7007,10808006,"Private #1 Suspect (Private, #2)","James Patterson, Maxine Paetro",2011,3.95,13428
7008,14295,Pastoralia,George Saunders,2000,4.11,10786
7009,13523061,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,Meg Jay,2012,4.11,12731
7010,1085771,"The Walking Dead, Vol. 07: The Calm Before","Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,4.27,16769
7011,291364,Curious George Rides a Bike,H.A. Rey,1952,4.24,15461
7012,175319,Methuselah's Children,Robert A. Heinlein,1958,3.98,15028
7013,12663646,"Hana (Delirium, #1.5)",Lauren Oliver,2011,3.63,20107
7014,102955,"Preacher, Volume 8: All Hell's a-Coming","Garth Ennis, Steve Dillon, John McCrea",2000,4.33,14300
7015,6356190,"The Little Sisters of Eluria (The Dark Tower, #0.5)","Stephen King, Michael Whelan",2008,4.24,14287
7016,773480,"Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)","Stan Berenstain, Jan Berenstain",1968,4.13,15032
7017,6574542,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",Robert Crais,2010,4.2,14169
7018,483445,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",David Colbert,2001,3.96,13820
7019,825377,The Dot,Peter H. Reynolds,2003,4.26,17436
7020,6407514,"Forest Born (The Books of Bayern, #4)",Shannon Hale,2009,4.01,20603
7021,34605,The Damnation Game,Clive Barker,1985,3.82,14299
7022,78728,Ignorance,"Milan Kundera, Linda Asher",2000,3.76,9625
7023,381489,"Private (Private, #1)",Kate Brian,2006,3.81,16556
7024,2678349,استمتع بحياتك,محمد عبد الرحمن العريفي,2006,4.21,10882
7025,26506,Sisters,Danielle Steel,2007,3.81,13621
7026,337116,The Difference Engine ,"William Gibson, Bruce Sterling",1990,3.41,14517
7027,102954,"Preacher, Volume 7: Salvation","Garth Ennis, Steve Dillon",1999,4.3,13902
7028,13425570,How Will You Measure Your Life?,"Clayton M. Christensen, James Allworth, Karen Dillon",2012,4.06,11475
7029,11233988,I Want My Hat Back,Jon Klassen,2011,4.39,18489
7030,239109,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)",R.A. Salvatore,2003,4.15,12877
7031,2983489,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",Denis Leary,2008,3.67,12880
7032,61672,Bonjour tristesse,Françoise Sagan,1954,3.62,12355
7033,25671861,"Cometh the Hour (The Clifton Chronicles, #6)",Jeffrey Archer,2016,4.13,7197
7034,11469379,A Walk Across the Sun,Corban Addison,2011,4.13,12091
7035,1126719,House of Suns,Alastair Reynolds,2008,4.19,13033
7036,18813530,"A Shadow of Light (A Shade of Vampire, #4)",Bella Forrest,2013,4.1,16380
7037,391724,The Black Cat,Edgar Allan Poe,1843,4.07,16132
7038,102327,Armor,John Steakley,1984,4.12,13330
7039,19312,The Brothers Lionheart,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973,4.35,16325
7040,15793165,Don't Go,Lisa Scottoline,2013,3.72,13056
7041,268598,"Loyalty in Death (In Death, #9)","J.D. Robb, Susan Ericksen",1999,4.3,19219
7042,262229,"Q is for Quarry (Kinsey Millhone, #17)",Sue Grafton,2002,3.91,17505
7043,17524166,نادي السيارات,"Alaa Al Aswany, علاء الأسواني",2013,3.41,8576
7044,1373381,The Ship of Brides,Jojo Moyes,2005,3.74,12821
7045,462684,The Story of Tracy Beaker,"Jacqueline Wilson, Nick Sharratt",1991,3.69,14772
7046,543103,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",Evan Wright,2004,4.25,11680
7047,32453,The Servants of Twilight,"Leigh Nichols, Dean Koontz",1984,3.81,14476
7048,2033217,"Moscow Rules (Gabriel Allon, #8)",Daniel Silva,2008,4.17,13558
7049,25733983,Lab Girl,Hope Jahren,2016,4.04,16594
7050,2157243,"Playing with Fire (Skulduggery Pleasant, #2)",Derek Landy,2008,4.31,15533
7051,18138755,"Forever with You (Fixed, #3)",Laurelin Paige,2014,4.33,22824
7052,130916,The Saving Graces,Patricia Gaffney,1999,3.78,13969
7053,272607,Fade Away (Myron Bolitar #3),Harlan Coben,1996,3.99,14679
7054,8948,"Sons of Destiny (Cirque Du Freak, #12)",Darren Shan,2002,4.22,14997
7055,84927,Amadeus,Peter Shaffer,1979,4.2,14285
7056,62485,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",R.A. Salvatore,2000,4.28,11293
7057,12753231,"Monument 14 (Monument 14, #1)",Emmy Laybourne,2012,3.89,17360
7058,251964,"The Black Lyon (Montgomery/Taggert, #1)",Jude Deveraux,1980,3.99,14456
7059,12542,Grace (Eventually): Thoughts on Faith,Anne Lamott,2007,3.98,12863
7060,335459,Everyday Food: Great Food Fast,Martha Stewart,2007,3.93,11969
7061,17831617,"Beautiful Bombshell (Beautiful Bastard, #2.5)",Christina Lauren,2013,4.06,23755
7062,12743472,"Slated (Slated, #1)",Teri Terry,2012,4.07,17404
7063,1398034,Bumi Manusia,Pramoedya Ananta Toer,1975,4.37,8574
7064,108385,"Dark Gold (Dark, #3)",Christine Feehan,2000,4.16,19210
7065,5957702,"206 Bones (Temperance Brennan, #12)",Kathy Reichs,2009,3.92,17160
7066,6076387,A Gate at the Stairs,Lorrie Moore,2009,3.14,13590
7067,8593026,"Hostile Witness (Witness Series, #1)",Rebecca Forster,2004,3.72,8031
7068,929782,Martin Eden,"Jack London, Andrew Sinclair",1909,4.39,12744
7069,68455,"Wieża Jaskółki (Saga o Wiedźminie, #6)",Andrzej Sapkowski,1997,4.34,10195
7070,1632833,"Genghis: Lords of the Bow (Conqueror, #2)",Conn Iggulden,2008,4.31,11600
7071,27810589,A Death in Sweden,Kevin Wignall,2016,3.79,12956
7072,13227319,"Wonder Woman, Volume 1: Blood","Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012,3.87,15698
7073,20348781,Loving Mr. Daniels,Brittainy C. Cherry,2014,4.28,18058
7074,13020,"King Henry IV, Part 1 (Wars of the Roses, #2)","William Shakespeare, David Scott Kastan",1597,3.81,14988
7075,159061,"Go Away, Big Green Monster!",Ed Emberley,1992,4.21,14322
7076,6606855,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)","Jinsei Kataoka, Kazuma Kondou",2007,4.2,12932
7077,15096257,The Bloodletter's Daughter: A Novel of Old Bohemia,Linda Lafferty,2012,3.75,7654
7078,243308,Steel Magnolias (DPS Acting Edition),Robert Harling,1988,4.24,14651
7079,11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike,1990,3.96,12221
7080,32426,Icebound,"David Axton, Dean Koontz",1976,3.73,15271
7081,519933,"The Lives of Christopher Chant (Chrestomanci, #2)",Diana Wynne Jones,1988,4.22,17117
7082,382450,Fevre Dream,George R.R. Martin,1982,3.85,12708
7083,819667,Snowmen at Night,"Caralyn Buehner, Mark Buehner",2002,4.23,15697
7084,25802884,"Hollywood Dirt (Hollywood Dirt, #1)",Alessandra Torre,2015,4.12,20467
7085,15769463,"Futures and Frosting (Chocolate Lovers, #2)",Tara Sivec,2012,4.28,16341
7086,99955,"Common Sense, The Rights of Man and Other Essential Writings","Thomas Paine, Sidney Hook, Jack Fruchtman Jr.",1776,4.12,13088
7087,18054175,The Good Luck of Right Now,Matthew Quick,2014,3.61,12230
7088,1605034,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)",Alexander McCall Smith,2008,4.09,16887
7089,3759,"Goldfinger (James Bond, #7)",Ian Fleming,1959,3.8,13267
7090,371456,"Nana (Les Rougon-Macquart, #9)",Émile Zola,1880,3.84,13610
7091,12988089,"Rise of the Elgen (Michael Vey, #2)",Richard Paul Evans,2012,4.29,15152
7092,103035,Cabal,Clive Barker,1988,3.92,13557
7093,347143,The Abstinence Teacher,Tom Perrotta,2007,3.24,13303
7094,30314465,"No Man's Land (John Puller, #4)",David Baldacci,2016,4.19,8834
7095,144127,The Runelords (Runelords #1),David Farland,1998,3.74,14938
7096,17329041,The Other Typist,Suzanne Rindell,2013,3.55,7107
7097,22428828,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)","Cassandra Clare, Sarah Rees Brennan",2015,4.1,17740
7098,35125,Alien,Alan Dean Foster,1979,4.08,13669
7099,8805443,"The Sentry (Elvis Cole, #14; Joe Pike, #3)",Robert Crais,2011,4.2,14248
7100,13111733,"Sempre (Sempre, #1)",J.M. Darhower,2014,4.21,14217
7101,17333171,"Magic Shifts (Kate Daniels, #8)",Ilona Andrews,2015,4.47,16363
7102,961833,Mariana,Susanna Kearsley,1994,4.06,13572
7103,6678,Going Solo,"Roald Dahl, Quentin Blake",1986,4.04,14086
7104,517344,"Clementine (Clementine, #1)","Sara Pennypacker, Marla Frazee",2006,3.9,15584
7105,8752885,"The Dragon's Path (The Dagger and the Coin, #1)",Daniel Abraham,2011,3.78,13508
7106,402128,Old Possum's Book of Practical Cats,"T.S. Eliot, Edward Gorey",1939,4.09,15410
7107,25106926,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)",Philippa Gregory,2015,3.89,9793
7108,18815695,The Pecan Man,Cassie Dandridge Selleck,2012,4.07,12912
7109,39792,"The Man Who Smiled (Kurt Wallander, #4)","Henning Mankell, Laurie Thompson",1994,3.93,12545
7110,16012,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",Ai Yazawa,2000,4.11,14065
7111,4485966,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,Geoff Colvin,2008,3.96,12511
7112,3122173,One Silent Night (Dark-Hunter #15),Sherrilyn Kenyon,2008,4.13,21869
7113,61906,"The Warrior's Apprentice (Vorkosigan Saga, #2)",Lois McMaster Bujold,1986,4.29,15782
7114,2501453,عابر سرير,"أحلام مستغانمي, Ahlam Mosteghanemi",2003,3.64,11783
7115,62103,The Complete Phantom of the Opera,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987,4.29,13681
7116,295834,"The Unusual Suspects (The Sisters Grimm, #2)","Michael Buckley, Peter Ferguson",2005,4.22,17793
7117,174845,Life Together: The Classic Exploration of Christian Community,Dietrich Bonhoeffer,1939,4.29,12811
7118,228992,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",Stephen R. Donaldson,1983,4.01,14117
7119,203288,"The Ship Who Sang (Brainship, #1)",Anne McCaffrey,1969,4,18613
7120,23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)","Liu Cixin, Joel Martinsen",2008,4.38,12476
7121,11806716,"Blackout (Newsflesh Trilogy, #3)",Mira Grant,2012,4.11,14819
7122,9489502,"Cold Vengeance (Pendergast, #11)","Douglas Preston, Lincoln Child",2011,4.09,13230
7123,32443,The Eyes of Darkness,"Leigh Nichols, Dean Koontz",1981,3.85,14002
7124,47957,"Heir to the Shadows (The Black Jewels, #2)",Anne Bishop,1999,4.33,18541
7125,18134894,"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,2013,4.09,22331
7126,84844,"Guilty as Sin  (Deer Lake, #2)",Tami Hoag,1996,4.1,13575
7127,153007,"Kushiel's Scion (Imriel's Trilogy, #1)",Jacqueline Carey,2006,4.19,16358
7128,89185,Chasm City,Alastair Reynolds,2001,4.12,13802
7129,6791212,"The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",Martin Sixsmith,2009,3.65,7261
7130,438024,Let's Pretend This Never Happened (Dear Dumb Diary #1),Jim Benton,2004,3.98,13347
7131,1432370,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",Liz Murray,2010,4.19,12664
7132,8315872,"Treachery in Death (In Death, #32)","J.D. Robb, Nora Roberts",2011,4.43,17289
7133,17797253,Under the Wide and Starry Sky,Nancy Horan,2014,3.57,12105
7134,13070346,"Blood Rites (The Grey Wolves, #2)",Quinn Loftis,2011,4.41,16421
7135,11908,The Adventures of Augie March,"Saul Bellow, Christopher Hitchens",1953,3.84,12830
7136,18221931,"Carter Reed (Carter Reed, #1)",Tijan,2013,4.03,26670
7137,47345,"Man and Boy (Harry Silver, #1)",Tony Parsons,1999,3.55,11603
7138,10115,The Memoirs of Cleopatra,Margaret George,1997,4.17,14235
7139,10503124,"The Jefferson Key (Cotton Malone, #7)",Steve Berry,2011,3.88,13472
7140,18339630,All My Puny Sorrows,Miriam Toews,2014,3.93,11602
7141,18339743,Bittersweet,Miranda Beverly-Whittemore,2014,3.44,11544
7142,513367,In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,1984,4,12399
7143,62571,"The Keep (Adversary Cycle, #1)",F. Paul Wilson,1981,3.98,13211
7144,9798177,"Middle School: The Worst Years of My Life (Midde School, #1)","James Patterson, Chris Tebbetts, Laura Park",2011,4.01,14178
7145,60929,"Dawn (Xenogenesis, #1)",Octavia E. Butler,1987,4.1,13744
7146,164323,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",David A. Vise,2006,3.81,11158
7147,3344411,Every Man Dies Alone,"Hans Fallada, Michael Hofmann, Geoff Wilkes",1947,4.21,6838
7148,24934065,"Rebel of the Sands (Rebel of the Sands, #1)",Alwyn Hamilton,2016,3.96,16789
7149,21618,"Forever Peace (The Forever War, #2)",Joe Haldeman,1997,3.73,14124
7150,762064,"Betrayal in Death (In Death, #12)","J.D. Robb, Nora Roberts",2001,4.31,19215
7151,123632,Man and His Symbols,"C.G. Jung, Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John Freeman, Marie-Louise von Franz",1964,4.18,12463
7152,625554,"Pillar of Light (The Work and the Glory, #1)",Gerald N. Lund,1994,4.28,12722
7153,7955881,"The Cloud Searchers (Amulet, #3)",Kazu Kibuishi,2010,4.36,15936
7154,27276262,Lily and the Octopus,Steven  Rowley,2016,3.74,13667
7155,3447,In the Lake of the Woods,Tim O'Brien,1994,3.78,12441
7156,6264710,"Tempt Me at Twilight (The Hathaways, #3)","Lisa Kleypas, Rosalyn Landor",2009,4.18,23125
7157,12677913,"Tiger's Destiny (The Tiger Saga, #4)",Colleen Houck,2012,4.41,18503
7158,372385,Back Spin (Myron Bolitar #4),Harlan Coben,1997,3.96,14333
7159,73100,"This Heart of Mine (Chicago Stars, #5)",Susan Elizabeth Phillips,2000,4.12,21976
7160,13605727,"Elixir (Covenant, #3.5)",Jennifer L. Armentrout,2012,4.41,21974
7161,17452179,Apple Tree Yard,Louise Doughty,2013,3.71,10082
7162,136642,The Ice Limit (Ice Limit #1),"Douglas Preston, Lincoln Child",2000,3.97,12250
7163,17977710,"Twisted (Tangled, #2)",Emma Chase,2014,4.04,24823
7164,8356487,"Heartless (Parasol Protectorate, #4)",Gail Carriger,2011,4.07,22670
7165,389827,"When Calls the Heart (Canadian West, #1)",Janette Oke,1983,4.19,13609
7166,18090061,Big Girl Panties,Stephanie Evanovich,2013,3.44,9798
7167,133241,Saving Grace,Julie Garwood,1993,4.25,19061
7168,7198269,"Married By Morning (The Hathaways, #4)",Lisa Kleypas,2010,4.14,22830
7169,30593,Pnin,"Vladimir Nabokov, David Lodge",1953,3.9,11538
7170,76661,"Being a Green Mother (Incarnations of Immortality, #5)",Piers Anthony,1987,3.95,15569
7171,3334563,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",Cornelia Funke,1990,4.17,14014
7172,537094,The Overcoat,Nikolai Gogol,1842,4.12,12091
7173,102030,Musashi,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",1935,4.43,9574
7174,6696465,"Finally (Willow Falls, #2)",Wendy Mass,2010,4.19,13268
7175,6398972,Ford County,John Grisham,2008,3.56,13770
7176,93157,The Monk,Matthew      Lewis,1796,3.8,13633
7177,23281640,"Gathering Prey (Lucas Davenport, #25)",John Sandford,2015,4.18,9757
7178,17232261,Songs of Willow Frost,Jamie Ford,2013,3.64,13645
7179,280366,"Jar City (Inspector Erlendur, #3)","Arnaldur Indriðason, Bernard Scudder",2000,3.8,11803
7180,28568,"The Vanished Man (Lincoln Rhyme, #5)",Jeffery Deaver,2003,4.08,13353
7181,12926804,One for the Murphys,Lynda Mullaly Hunt,2012,4.31,16058
7182,324737,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People","Jim Cymbala, Dean Merrill",1997,4.24,11677
7183,12291438,"The Madman’s Daughter (The Madman’s Daughter, #1)",Megan Shepherd,2013,3.69,17647
7184,16131072,"Second Honeymoon (Honeymoon, #2)","James Patterson, Howard Roughan",2013,3.89,11418
7185,23355069,"Hero (Hero, #1)",Samantha Young,2015,4.1,21777
7186,55352,Brain Droppings,George Carlin,1997,4.11,13255
7187,8696,Last Chance to See,"Douglas Adams, Mark Carwardine",1990,4.33,13860
7188,1653655,"Swindle (Swindle, #1)",Gordon Korman,2008,3.94,13562
7189,15786110,Relish: My Life in the Kitchen,Lucy Knisley,2013,3.89,13518
7190,15832932,What I Thought Was True,Huntley Fitzpatrick,2014,3.71,16390
7191,9528186,Pretty Little Liars (TV Series),Lambert M. Surhone,,4.46,11643
7192,10429037,"Ruthless (Pretty Little Liars, #10)",Sara Shepard,2011,3.93,16885
7193,18667976,The Secret Life of Violet Grant,Beatriz Williams,2014,3.97,12825
7194,37338,"Wicked Ties (Wicked Lovers, #1)",Shayla Black,2007,3.97,22097
7195,47878,"Charlie Bone and the Beast (The Children of the Red King, #6)",Jenny Nimmo,2007,3.93,16397
7196,27406436,The Baller: A Down and Dirty Football Novel,Vi Keeland,2016,4.13,17375
7197,22055280,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",Brian Staveley,2015,4.16,11629
7198,51985,Existentialism Is a Humanism,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",1946,3.96,12493
7199,15451058,My Life on the Road,Gloria Steinem,2015,4.08,15997
7200,7696135,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,Scott Belsky,2010,3.94,13229
7201,6609864,"Sweet Little Lies (L.A. Candy, #2)",Lauren Conrad,2010,3.53,14901
7202,17830559,"Remy (Real, #3)",Katy Evans,2013,4.31,25386
7203,11227043,"Rock Chick Revenge (Rock Chick, #5)",Kristen Ashley,2011,4.5,26940
7204,342994,The Little Match Girl,"Hans Christian Andersen, Rachel Isadora",1845,4.08,16478
7205,95643,The Places in Between,Rory Stewart,2004,3.88,11445
7206,24611454,"Stars of Fortune (The Guardians Trilogy, #1)",Nora Roberts,2015,4,12822
7207,13425393,I Suck at Girls,Justin Halpern,2012,3.79,12554
7208,16342,"Cat Among the Pigeons (Hercule Poirot, #32)",Agatha Christie,1959,3.82,17221
7209,15786792,Paris,Edward Rutherfurd,2013,3.95,8441
7210,77995,The Necklace and Other Short Stories,Guy de Maupassant,1884,3.94,11688
7211,84786,Void Moon,Michael Connelly,1999,3.95,14090
7212,34057,Captains Courageous,Rudyard Kipling,1897,3.88,14823
7213,168571,"Shadow Prey (Lucas Davenport, #2)",John Sandford,1990,3.99,14690
7214,31333,Violin,Anne Rice,1997,3.26,14911
7215,25527908,The Forgetting Time,Sharon Guskin,2016,3.79,8457
7216,809849,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,,4.25,16432
7217,13618,"Death Note, Vol. 3: Hard Run (Death Note, #3)","Tsugumi Ohba, Takeshi Obata",2004,4.42,18012
7218,11309018,"The Lost Stories (Ranger's Apprentice, #11)",John Flanagan,2011,4.27,15816
7219,15738951,"Deep Down (Jack Reacher, #16.5)",Lee Child,2012,3.87,9916
7220,10947600,Saving June,Hannah Harrington,2011,3.97,14867
7221,23398806,"Eeny Meeny (Helen Grace, #1)",M.J. Arlidge,2014,3.88,8498
7222,15513156,"Of Triton (The Syrena Legacy, #2)",Anna Banks,2013,4,19216
7223,7830126,What the Night Knows,Dean Koontz,2010,3.74,13873
7224,16174197,"Knight & Play (Knight, #1)",Kitty French,2012,4.04,24297
7225,18405221,"Queen of Fire (Raven's Shadow, #3)",Anthony  Ryan,2015,3.64,11985
7226,404223,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",Stephen R. Donaldson,1979,3.96,14549
7227,249042,Darkness Visible: A Memoir of Madness,William Styron,1990,4.04,13396
7228,13057939,In the Shadow of the Banyan,Vaddey Ratner,2012,4.04,12946
7229,9858488,Dead End in Norvelt,Jack Gantos,2011,3.72,15877
7230,6611038,"Spider's Bite (Elemental Assassin, #1)",Jennifer Estep,2010,3.87,24192
7231,123845,Self-Reliance and Other Essays,Ralph Waldo Emerson,1844,4.14,14484
7232,70241,Crash,J.G. Ballard,1973,3.58,13217
7233,769016,How to Talk So Kids Will Listen & Listen So Kids Will Talk,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",1979,4.24,10931
7234,294951,Fiddler on the Roof,"Joseph Stein, Jerry Bock, Sheldon Harnick",1964,4.2,14049
7235,17607848,"Afterburn (Jax & Gia, #1)",Sylvia Day,2013,3.97,17821
7236,7926,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",Sydney Taylor,1951,4.23,18383
7237,18114057,Influx,Daniel Suarez,2014,3.91,6938
7238,15560,"Ilse Witch (Voyage of the Jerle Shannara, #1)",Terry Brooks,2000,3.95,14386
7239,95420,Personal History,Katharine Graham,1997,4.13,13714
7240,27824826,"The Dry (Aaron Falk, #1)",Jane Harper,2017,4.07,19843
7241,40320,Full House (Full #1),"Janet Evanovich, Charlotte Hughes",1981,3.63,17813
7242,291,The Broken Wings,"Kahlil Gibran, Anthony R. Ferris",1912,3.93,5611
7243,14889780,"Two Graves (Pendergast, #12)","Douglas Preston, Lincoln Child",2012,4.03,12164
7244,13109291,"Blood of Dragons (Rain Wild Chronicles, #4)",Robin Hobb,2013,4.12,12165
7245,539904,A Bridge Too Far,Cornelius Ryan,1974,4.24,13676
7246,87220,Loser,Jerry Spinelli,2002,3.72,15079
7247,498835,"Sepulchre (Languedoc, #2)",Kate Mosse,2007,3.73,13368
7248,7778609,"Kill the Dead (Sandman Slim, #2)",Richard Kadrey,2010,4.06,13583
7249,100247,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,2002,3.92,13128
7250,12383252,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",Laurell K. Hamilton,2012,3.79,18225
7251,10775,The Garden of Eden,Ernest Hemingway,1985,3.74,12948
7252,1333030,"Sweet Surrender (Sweet, #1)",Maya Banks,2008,3.99,20856
7253,22875,"The One Tree (The Second Chronicles of Thomas Covenant, #2)",Stephen R. Donaldson,1982,3.96,13812
7254,24816,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Bill Watterson,1994,4.71,14113
7255,17190226,"Surrender Your Love (Surrender Your Love, #1)",J.C. Reed,2013,3.91,20398
7256,17985262,CyberStorm,Matthew Mather,2013,3.75,6028
7257,24476,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,2001,3.8,11376
